codigo_comuna,nombre_comuna,eno_total,eno_chilean,eno_foreign,eno_desconocido,eno_top3_diseases,eno_rate_per_10k
13119,maipú,3316,1827,267,1222,"VIH, Parotiditis, Coqueluche",66.24
